No.,Time,Source,Destination,Protocol,Classification,Length,Info
3749,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1534713 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3750,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1536103 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3751,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1537493 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3752,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1538883 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3753,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1540273 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3754,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1541663 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3755,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1543053 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3756,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,Application Data
3757,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1545833 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3758,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1547223 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3759,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1548613 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3760,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1550003 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3761,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1551393 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3762,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1552783 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3763,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1554173 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3764,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1555563 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3765,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1556953 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3766,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1558343 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3767,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1559733 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3768,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,"Application Data, Application Data"
3769,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1562513 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3770,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1563903 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3771,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1565293 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3772,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1566683 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3773,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1568073 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3774,72.162951,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1569463 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3775,72.163073,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,58112  >  443 [ACK] Seq=6008 Ack=1570853 Win=528128 Len=0
3776,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1570853 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3777,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1572243 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3778,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1573633 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3779,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1575023 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3780,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1576413 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3781,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,Application Data
3782,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1579193 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3783,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1580583 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3784,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1581973 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3785,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1583363 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3786,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1584753 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3787,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1586143 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3788,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1587533 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3789,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1588923 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3790,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1590313 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3791,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1591703 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3792,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1593093 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3793,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,"Application Data, Application Data"
3794,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1595873 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3795,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1597263 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3796,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1598653 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3797,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1600043 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3798,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1601433 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3799,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1602823 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3800,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,QUIC,Threat,1292,Protected Payload (KP0)
3801,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1604213 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3802,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1605603 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3803,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1606993 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3804,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1608383 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3805,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1609773 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3806,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,Application Data
3807,72.163996,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1612553 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3808,72.164143,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,58112  >  443 [ACK] Seq=6008 Ack=1613943 Win=528128 Len=0
3809,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1613943 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3810,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1615333 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3811,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1616723 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3812,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1618113 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3813,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1619503 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3814,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1620893 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3815,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1622283 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3816,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1623673 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3817,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1625063 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3818,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1626453 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3819,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,"Application Data, Application Data"
3820,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1629233 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3821,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1630623 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3822,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1632013 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3823,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1633403 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3824,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1634793 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3825,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1636183 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3826,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1637573 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3827,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1638963 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3828,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1640353 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3829,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1641743 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3830,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,Application Data
3831,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1644523 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3832,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1645913 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3833,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1647303 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3834,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1648693 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3835,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1650083 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3836,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1651473 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3837,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1652863 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3838,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1654253 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3839,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1655643 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3840,72.164259,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1657033 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3841,72.164345,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,58112  >  443 [ACK] Seq=6008 Ack=1658423 Win=528128 Len=0
3842,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1658423 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3843,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,"Application Data, Application Data"
3844,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1661203 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3845,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1662593 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3846,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1663983 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3847,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1665373 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3848,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1666763 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3849,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1668153 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3850,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1669543 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3851,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1670933 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3852,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1672323 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3853,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1673713 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3854,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1675103 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3855,72.164408,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TLSv1.3,Benign,1464,Application Data
3856,72.16446,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,58112  >  443 [ACK] Seq=6008 Ack=1677883 Win=508672 Len=0
3857,72.164808,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,[TCP Window Update] 58112  >  443 [ACK] Seq=6008 Ack=1677883 Win=528128 Len=0
3858,72.164987,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,QUIC,Threat,95,"Protected Payload (KP0), DCID=f939a723ffe533e1"
3859,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1677883 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3860,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1679273 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3861,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1680663 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3862,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1682053 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3863,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1683443 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3864,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1684833 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3865,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1686223 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3866,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1687613 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3867,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1689003 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3868,72.165564,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1690393 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
3869,72.16562,2605:b100:10b:a167:e022:133f:fb63:a03e,2607:f8b0:400b:80c::200e,TCP,Benign,74,58112  >  443 [ACK] Seq=6008 Ack=1691783 Win=528128 Len=0
3870,72.167384,2607:f8b0:400b:80c::200e,2605:b100:10b:a167:e022:133f:fb63:a03e,TCP,Benign,1464,443  >  58112 [ACK] Seq=1691783 Ack=6008 Win=10485760 Len=1390 [TCP segment of a reassembled PDU]
